,type,a1,t1,a1_std,t1_std,a2,t2,a2_std,t2_std,t_avg
0,prompt,225682.8638484247,1.1001503418480678,2344.5316355657374,0.01581695934472956,143421.62554346016,2.895389858226617,3704.5586460756226,0.003372261026686865,1.797720209131637
1,triggered,16589.116624798782,2.879408847248749,163.4879584914083,0.0021052007868372757,,,,,
