,time_ns,avg_x_coord,avg_y_coord,diff_time_ns
0,0,0.3772958682737495,0.7479783079673316,21746
1,200,0.38261735946230746,0.7401159430136183,21746
2,400,0.38446643243875334,0.734538834762381,21746
3,600,0.38626324936313156,0.729019342224664,21746
4,800,0.38966756782086975,0.7227424286472086,21746
5,1000,0.3915283575101153,0.7167718775240791,21746
6,1200,0.39663949484376704,0.7098673567699508,21746
7,1400,0.4004950604677623,0.7031537401359708,21746
8,1600,0.4034177192200551,0.6973032570594643,21746
9,1800,0.4035751158869858,0.6937459876261999,21746
10,2000,0.4078172376084341,0.6882108789048457,21746
11,2200,0.41046449688426184,0.6835143345580337,21746
12,2400,0.41242902296551115,0.6783402043147662,21746
13,2600,0.4135233349124157,0.6741178382767378,21746
14,2800,0.4172525237719526,0.6692584885100602,21746
15,3000,0.41885812140833517,0.6658527937980849,21746
16,3200,0.41991190030083214,0.6619511072992587,21746
17,3400,0.4235273273815454,0.6576725456787442,21746
18,3600,0.4252533590279408,0.6541940662383713,21746
19,3800,0.4269365952976516,0.6511004499142071,21746
20,4000,0.42844568239895253,0.6462465977159495,21746
21,4200,0.4315188605059174,0.6424442822479867,21746
22,4400,0.4338102411917457,0.6397996603097033,21746
23,4600,0.43747980789970853,0.6351606402542028,21746
24,4800,0.4396970227908078,0.6310806529769432,21746
25,5000,0.4403739965499432,0.6273059890885786,21746
26,5200,0.4412492358319743,0.6235447336455364,21746
27,5400,0.4430599293068014,0.6208191273388769,21746
28,5600,0.444973000596114,0.6174959003557734,21746
29,5800,0.4455576486325484,0.6153413732039295,21746
30,6000,0.44795537247675415,0.6125266290129008,21746
31,6200,0.4484936918767987,0.6093914013845507,21746
32,6400,0.4487586746633346,0.606639014995008,21746
33,6600,0.4515282465422333,0.6036409124330843,21746
34,6800,0.4549338972070047,0.600585329723993,21746
35,7000,0.45561666652121535,0.5983775152941342,21746
36,7200,0.45603801033667546,0.5950771767618879,21746
37,7400,0.45718508176870964,0.5941591013677596,21746
38,7600,0.4582998201042587,0.5926443356132217,21746
39,7800,0.4580410502435308,0.5903519737022591,21746
40,8000,0.4596230546492131,0.5876271410328068,21746
41,8200,0.4622945399108244,0.585748971556765,21746
42,8400,0.4602543652335809,0.5858337915148304,21746
43,8600,0.4610187119730776,0.5825977486346348,21746
44,8800,0.46035688043450074,0.5808665752387597,21746
45,9000,0.46183401943537195,0.5774304955564782,21746
46,9200,0.4635944704401652,0.5757474131925454,21746
47,9400,0.465305494243266,0.5738823718015664,21746
48,9600,0.4671862049976304,0.570555155930012,21746
49,9800,0.46853555982553047,0.5672435456028052,21746
50,10000,0.4695825853578085,0.564877331167228,21746
51,10200,0.4695833926628158,0.5618993221530756,21746
52,10400,0.4710624438175486,0.5604481824668741,21746
53,10600,0.4730970563464794,0.5588136593820717,21746
54,10800,0.4732051474071277,0.558769443758163,21746
55,11000,0.4741180293528561,0.5554961701889146,21746
56,11200,0.4737466599715301,0.5528551753289902,21746
57,11400,0.47449837755979873,0.5526594999700191,21746
58,11600,0.4766817310735743,0.5499428642939571,21746
59,11800,0.47734531974153604,0.5491747356898632,21746
60,12000,0.4789425053893751,0.5460781940774294,21746
61,12200,0.48100681162380077,0.544643853119911,21746
62,12400,0.4823991959980213,0.5430871335777132,21746
63,12600,0.4836616402381546,0.5424191629325193,21746
64,12800,0.48495997704976707,0.5403257192916154,21746
65,13000,0.4848247856295214,0.5400196575464633,21746
66,13200,0.48577101726367544,0.5383258198274582,21746
67,13400,0.48743754998381084,0.5365466167157581,21746
68,13600,0.48809456433421883,0.5352314486502925,21746
69,13800,0.48874213845241243,0.5336365261181093,21746
70,14000,0.4907081356736374,0.5307562305994776,21746
71,14200,0.4904396440616506,0.5297237775692516,21746
72,14400,0.49046045680027317,0.5286089550205455,21746
73,14600,0.4893581428405912,0.527626986442501,21746
74,14800,0.4907167614131845,0.5265218769071599,21746
75,15000,0.4917025918377165,0.5260494681027019,21746
76,15200,0.49232987044748283,0.5251523634567435,21746
77,15400,0.4941318090534284,0.5245677100321343,21746
78,15600,0.4935627251507754,0.523397009165603,21746
79,15800,0.4942901124963391,0.5228220893338601,21746
80,16000,0.49530099068561817,0.5216614158728051,21746
81,16200,0.49591253345395064,0.521602319003148,21746
82,16400,0.49681616158487724,0.5212170710856674,21746
83,16600,0.4968908493863301,0.5198499945456996,21746
84,16800,0.4984551429254711,0.5182460457399037,21746
85,17000,0.4979457484889821,0.5173624276834138,21746
86,17200,0.4986830461176561,0.5155298682107986,21746
87,17400,0.5008122591851751,0.5151200550274201,21746
88,17600,0.5001293239498765,0.5145098584406265,21746
89,17800,0.500188083305341,0.5132752727846437,21746
90,18000,0.5012001165930945,0.5118522201325933,21746
91,18200,0.5010487383057458,0.5122158445644023,21746
92,18400,0.502739214778389,0.510387005477871,21746
93,18600,0.5037996828981546,0.5103370564806313,21746
94,18800,0.5053075676326285,0.5110522192974036,21746
95,19000,0.5043198589785647,0.5107625945833373,21746
96,19200,0.5043069785849312,0.5094487896173209,21746
97,19400,0.5033301650019808,0.5092624784301671,21746
98,19600,0.5021461382673562,0.5086683839738096,21746
99,19800,0.5019320442715628,0.5086074947967986,21746
100,20000,0.499968516739321,0.5099593901310848,21746
101,20200,0.5002028069427418,0.5088402099532353,21746
102,20400,0.5015322074817623,0.5084048153985183,21746
103,20600,0.5028536765502559,0.5084680496312479,21746
104,20800,0.5041697479274853,0.5075925187361093,21746
105,21000,0.5048437639391112,0.5081164929195998,21746
106,21200,0.5044382016046631,0.5076815402887082,21746
